action_type,event_type,loc_x,loc_y,minutes_remaining,period,player_name,position,height,shot_distance,shot_made_flag,points,shot_type,shot_zone_basic,shot_zone_range,team_name
Jump Shot,Missed Shot,-182,179,4,2,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,198,175,10,3,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-161,34,7,3,Danny Green,Shooting Guard,6.6,16,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Made Shot,-92,259,6,3,Danny Green,Shooting Guard,6.6,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Layup Shot,Missed Shot,3,31,4,3,Danny Green,Shooting Guard,6.6,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,237,10,3,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Reverse Layup Shot,Missed Shot,-36,48,2,3,Danny Green,Shooting Guard,6.6,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,-228,21,0,5,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,222,26,3,6,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,80,144,11,1,Danny Green,Shooting Guard,6.6,16,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Pullup Jump shot,Made Shot,103,62,10,1,Danny Green,Shooting Guard,6.6,12,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Driving Finger Roll Layup Shot,Made Shot,-30,20,8,1,Danny Green,Shooting Guard,6.6,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,-169,205,6,1,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-184,182,5,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,147,231,11,2,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Step Back Jump shot,Missed Shot,-78,247,8,2,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-231,21,11,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,231,25,9,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,210,156,6,3,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Reverse Layup Shot,Missed Shot,22,7,2,3,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Putback Layup Shot,Missed Shot,19,10,2,4,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Turnaround Jump Shot,Made Shot,172,41,2,4,Danny Green,Shooting Guard,6.6,17,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-77,191,1,4,Danny Green,Shooting Guard,6.6,20,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Missed Shot,-240,34,0,4,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,232,1,10,1,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-239,5,5,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Turnaround Fadeaway shot,Missed Shot,-125,14,11,3,Danny Green,Shooting Guard,6.6,12,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,-19,210,8,3,Danny Green,Shooting Guard,6.6,21,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Cutting Layup Shot,Made Shot,12,-5,4,3,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Missed Shot,237,8,3,4,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,225,11,7,1,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,-197,185,1,2,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Made Shot,-214,132,0,2,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,241,-2,9,3,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,236,3,8,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-231,-8,7,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Running Jump Shot,Made Shot,234,-6,6,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,220,114,5,3,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,240,22,5,3,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,38,257,3,3,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-92,237,3,3,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-162,208,2,3,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-125,221,10,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Pull-Up Jump Shot,Missed Shot,193,170,5,1,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Reverse Layup Shot,Missed Shot,15,17,4,2,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,175,174,10,3,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,231,-1,9,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-227,-27,7,3,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-10,66,4,3,Danny Green,Shooting Guard,6.6,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,-226,-25,4,3,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Alley Oop Layup shot,Made Shot,3,8,11,1,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,-185,173,6,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,157,230,5,1,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,23,293,0,2,Danny Green,Shooting Guard,6.6,29,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,228,31,8,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-14,269,7,3,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,183,176,0,4,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-239,25,0,4,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-17,475,0,4,Danny Green,Shooting Guard,6.6,47,0,0,3PT Field Goal,Backcourt,Back Court Shot,Toronto Raptors
Pullup Jump shot,Missed Shot,-173,210,10,1,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Layup Shot,Made Shot,28,62,9,1,Danny Green,Shooting Guard,6.6,6,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,212,163,4,2,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-227,25,2,2,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-74,17,0,2,Danny Green,Shooting Guard,6.6,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,165,218,11,3,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Reverse Layup Shot,Made Shot,26,2,7,3,Danny Green,Shooting Guard,6.6,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,234,10,6,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Hook Shot,Missed Shot,-39,69,5,3,Danny Green,Shooting Guard,6.6,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,-235,-9,3,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,130,236,1,3,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-235,36,3,4,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,232,36,1,4,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,228,-3,0,4,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,147,200,11,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-226,10,3,2,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-83,10,8,3,Danny Green,Shooting Guard,6.6,8,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,187,163,8,4,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Hook Shot,Made Shot,-9,7,7,4,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Driving Floating Jump Shot,Made Shot,-74,99,1,4,Danny Green,Shooting Guard,6.6,12,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Jump Shot,Missed Shot,155,5,7,1,Danny Green,Shooting Guard,6.6,15,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Jump Shot,Missed Shot,0,279,11,3,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Floating Jump shot,Missed Shot,-11,73,7,3,Danny Green,Shooting Guard,6.6,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,198,25,6,4,Danny Green,Shooting Guard,6.6,19,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Running Layup Shot,Made Shot,-5,4,5,1,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-71,157,4,2,Danny Green,Shooting Guard,6.6,17,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Made Shot,164,3,9,3,Danny Green,Shooting Guard,6.6,16,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Missed Shot,-222,137,4,3,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-14,199,10,1,Danny Green,Shooting Guard,6.6,19,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Running Pull-Up Jump Shot,Missed Shot,-163,226,4,1,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-114,16,3,1,Danny Green,Shooting Guard,6.6,11,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-104,189,11,3,Danny Green,Shooting Guard,6.6,21,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Missed Shot,-171,186,10,3,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-228,2,10,3,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,226,55,6,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Finger Roll Layup Shot,Made Shot,-8,12,3,3,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,228,41,2,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Cutting Finger Roll Layup Shot,Missed Shot,-9,15,10,1,Danny Green,Shooting Guard,6.6,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-157,19,9,1,Danny Green,Shooting Guard,6.6,15,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,-230,-27,6,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Tip Layup Shot,Made Shot,0,-6,2,1,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,240,17,1,2,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-68,253,6,4,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,179,175,4,4,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,218,125,3,4,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-231,6,3,4,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,92,239,11,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,9,261,2,2,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-138,230,10,3,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-164,209,0,3,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-152,218,11,4,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,238,26,3,4,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-230,69,1,4,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,106,239,0,4,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Alley Oop Layup shot,Made Shot,4,6,10,1,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,192,162,7,1,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-191,190,1,1,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,73,243,11,2,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Missed Shot,17,8,11,3,Danny Green,Shooting Guard,6.6,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,177,166,1,4,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,239,-2,8,1,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,230,-7,7,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-102,225,6,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-6,92,5,2,Danny Green,Shooting Guard,6.6,9,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,231,-6,4,2,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,235,6,4,2,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-203,150,3,2,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,171,199,7,3,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Made Shot,6,44,4,3,Danny Green,Shooting Guard,6.6,4,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Hook Shot,Missed Shot,4,81,11,1,Danny Green,Shooting Guard,6.6,8,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Running Reverse Layup Shot,Made Shot,4,23,5,1,Danny Green,Shooting Guard,6.6,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Driving Finger Roll Layup Shot,Missed Shot,-20,20,4,1,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Made Shot,195,153,4,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,226,10,3,1,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Missed Shot,-25,27,2,2,Danny Green,Shooting Guard,6.6,3,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Missed Shot,226,7,0,2,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Turnaround Jump Shot,Made Shot,-79,30,9,3,Danny Green,Shooting Guard,6.6,8,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,-145,197,4,4,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,235,40,8,1,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,195,195,5,2,Danny Green,Shooting Guard,6.6,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,126,226,3,2,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Finger Roll Layup Shot,Missed Shot,-6,18,9,3,Danny Green,Shooting Guard,6.6,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Tip Layup Shot,Missed Shot,0,-6,9,3,Danny Green,Shooting Guard,6.6,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-11,148,8,3,Danny Green,Shooting Guard,6.6,14,0,0,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,227,20,7,3,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Alley Oop Layup shot,Made Shot,-4,-4,5,1,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,-206,153,10,3,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Made Shot,-231,1,9,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,233,31,8,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,233,15,0,4,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,180,79,5,1,Danny Green,Shooting Guard,6.6,19,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Made Shot,134,206,9,3,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-65,94,4,4,Danny Green,Shooting Guard,6.6,11,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,-228,23,2,4,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,180,184,0,4,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-236,46,0,5,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-214,133,10,1,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Made Shot,-190,165,7,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Pull-Up Jump Shot,Missed Shot,-125,228,3,1,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,226,0,3,1,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-225,-8,3,2,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-231,-1,0,2,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,226,1,7,3,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,-222,-5,2,3,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,201,141,1,4,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,237,-21,1,4,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,-228,-23,1,4,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,225,65,0,4,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,230,52,0,4,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,5,66,4,1,Danny Green,Shooting Guard,6.6,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,228,58,4,2,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
