action_type,event_type,loc_x,loc_y,minutes_remaining,period,player_name,position,height,shot_distance,shot_made_flag,points,shot_type,shot_zone_basic,shot_zone_range,team_name
Driving Layup Shot,Made Shot,-16,5,3,2,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Running Layup Shot,Made Shot,-22,-6,2,2,Danny Green,Shooting Guard,6.6,2,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Reverse Layup Shot,Missed Shot,-20,-12,1,2,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,231,-9,7,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Running Pull-Up Jump Shot,Made Shot,-2,257,2,3,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,234,36,2,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,200,151,7,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-12,125,5,1,Danny Green,Shooting Guard,6.6,12,0,0,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,161,197,5,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,232,6,3,1,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,196,155,3,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-153,214,4,2,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-3,253,2,2,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-227,38,8,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,225,16,7,3,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-35,103,9,1,Danny Green,Shooting Guard,6.6,10,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Jump Shot,Missed Shot,221,147,4,1,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,209,157,3,2,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Layup Shot,Missed Shot,17,20,0,2,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,150,197,10,3,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Made Shot,227,21,2,2,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-170,200,1,2,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-180,157,7,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,193,175,8,1,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,226,85,5,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,159,229,10,3,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-47,56,6,3,Danny Green,Shooting Guard,6.6,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,-135,213,5,3,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,236,26,3,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-128,222,4,4,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,215,150,0,4,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,235,41,0,4,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-139,25,10,1,Danny Green,Shooting Guard,6.6,14,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Jump Shot,Made Shot,231,10,8,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-141,230,3,1,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Pull-Up Jump Shot,Missed Shot,89,244,4,2,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-235,8,2,2,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Cutting Layup Shot,Missed Shot,-4,6,9,3,Danny Green,Shooting Guard,6.6,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,215,120,10,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-132,228,6,1,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-107,230,3,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Bank Shot,Missed Shot,-232,17,0,2,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-147,201,10,3,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Made Shot,-18,248,9,3,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Finger Roll Layup Shot,Made Shot,7,31,8,3,Danny Green,Shooting Guard,6.6,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,63,247,7,3,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-231,0,3,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-10,240,2,4,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,236,10,7,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-164,49,7,1,Danny Green,Shooting Guard,6.6,17,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Made Shot,102,247,5,1,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,231,23,4,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-234,17,9,2,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-234,13,3,2,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,228,23,3,2,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Running Jump Shot,Made Shot,184,175,1,2,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-230,-6,9,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,143,240,2,3,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Pull-Up Jump Shot,Made Shot,155,235,5,4,Danny Green,Shooting Guard,6.6,28,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-227,-5,0,4,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-71,137,4,1,Danny Green,Shooting Guard,6.6,15,1,2,2PT Field Goal,In The Paint (Non-RA),8-16 ft.,Toronto Raptors
Running Jump Shot,Missed Shot,222,99,1,2,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,226,4,11,3,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Floating Bank Jump Shot,Missed Shot,-76,19,11,3,Danny Green,Shooting Guard,6.6,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Missed Shot,-236,93,0,4,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,228,5,10,1,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Layup Shot,Made Shot,-13,11,9,1,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Made Shot,154,190,7,2,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-168,181,7,3,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,149,219,9,1,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,237,10,9,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,174,232,5,1,Danny Green,Shooting Guard,6.6,29,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Tip Layup Shot,Missed Shot,0,-6,4,1,Danny Green,Shooting Guard,6.6,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,179,215,4,1,Danny Green,Shooting Guard,6.6,27,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-221,5,3,1,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-231,-7,4,2,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,227,8,11,3,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,179,173,6,3,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,4,206,6,1,Danny Green,Shooting Guard,6.6,20,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Missed Shot,-45,-8,1,1,Danny Green,Shooting Guard,6.6,4,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Reverse Layup Shot,Made Shot,-5,11,9,3,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,-231,-4,9,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,228,-1,8,3,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Made Shot,-9,75,10,1,Danny Green,Shooting Guard,6.6,7,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,209,143,9,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,178,195,6,1,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,195,176,5,1,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-234,5,5,1,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-236,11,3,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,225,13,4,2,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,125,107,2,2,Danny Green,Shooting Guard,6.6,16,1,2,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Missed Shot,239,-1,9,3,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Made Shot,-30,22,8,3,Danny Green,Shooting Guard,6.6,3,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,-225,-6,7,3,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Missed Shot,22,15,7,3,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,-230,-10,7,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,152,219,5,3,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,236,16,3,2,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-179,169,1,2,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-180,178,1,2,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,223,48,9,3,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Made Shot,-34,37,4,3,Danny Green,Shooting Guard,6.6,5,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,240,17,11,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,234,30,7,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Putback Layup Shot,Made Shot,0,-6,6,1,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-170,10,8,3,Danny Green,Shooting Guard,6.6,17,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Jump Shot,Missed Shot,168,180,7,3,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-176,17,5,3,Danny Green,Shooting Guard,6.6,17,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,-141,163,8,1,Danny Green,Shooting Guard,6.6,21,0,0,2PT Field Goal,Mid-Range,16-24 ft.,Toronto Raptors
Running Jump Shot,Made Shot,231,18,6,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-231,-17,3,1,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Made Shot,-128,230,4,2,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,216,122,3,2,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-146,192,10,3,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,66,240,8,3,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-232,-28,6,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Running Dunk Shot,Made Shot,5,4,2,3,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,169,224,2,4,Danny Green,Shooting Guard,6.6,28,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,226,1,4,5,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Cutting Layup Shot,Made Shot,-8,5,3,5,Danny Green,Shooting Guard,6.6,0,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Driving Finger Roll Layup Shot,Missed Shot,-16,4,2,5,Danny Green,Shooting Guard,6.6,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-13,68,11,1,Danny Green,Shooting Guard,6.6,6,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Driving Floating Jump Shot,Made Shot,-8,69,11,1,Danny Green,Shooting Guard,6.6,6,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,226,1,6,1,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,222,2,4,1,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,230,48,3,2,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,-168,204,10,1,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Finger Roll Layup Shot,Made Shot,-1,11,0,1,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,-150,217,9,2,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,-7,75,8,2,Danny Green,Shooting Guard,6.6,7,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Made Shot,-127,238,6,2,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,71,252,1,2,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,155,221,11,3,Danny Green,Shooting Guard,6.6,26,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Pull-Up Jump Shot,Missed Shot,89,252,3,4,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-231,-11,1,4,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,137,203,9,1,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,228,14,4,1,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Made Shot,95,83,10,2,Danny Green,Shooting Guard,6.6,12,1,2,2PT Field Goal,Mid-Range,8-16 ft.,Toronto Raptors
Jump Shot,Missed Shot,230,0,9,2,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Running Pull-Up Jump Shot,Made Shot,128,242,6,3,Danny Green,Shooting Guard,6.6,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,237,42,4,3,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-19,269,4,4,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,231,18,2,4,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Missed Shot,-40,31,11,1,Danny Green,Shooting Guard,6.6,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Jump Shot,Missed Shot,-232,56,7,1,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,215,127,7,1,Danny Green,Shooting Guard,6.6,24,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-55,261,7,2,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,131,230,4,2,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,-139,228,9,3,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,65,239,5,4,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,192,149,2,4,Danny Green,Shooting Guard,6.6,24,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,222,7,0,4,Danny Green,Shooting Guard,6.6,22,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-79,246,5,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Pullup Jump shot,Missed Shot,128,234,3,1,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Missed Shot,235,-1,2,1,Danny Green,Shooting Guard,6.6,23,0,0,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Driving Floating Bank Jump Shot,Made Shot,62,40,5,2,Danny Green,Shooting Guard,6.6,7,1,2,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Made Shot,-163,197,3,2,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,239,7,11,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Right Corner 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-237,15,9,3,Danny Green,Shooting Guard,6.6,23,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Made Shot,8,13,7,3,Danny Green,Shooting Guard,6.6,1,1,2,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Running Jump Shot,Made Shot,-149,226,11,1,Danny Green,Shooting Guard,6.6,27,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,-164,202,3,1,Danny Green,Shooting Guard,6.6,26,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Driving Floating Jump Shot,Missed Shot,46,37,9,2,Danny Green,Shooting Guard,6.6,5,0,0,2PT Field Goal,In The Paint (Non-RA),Less Than 8 ft.,Toronto Raptors
Driving Layup Shot,Missed Shot,6,10,7,2,Danny Green,Shooting Guard,6.6,1,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Step Back Jump shot,Missed Shot,143,214,11,3,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Running Jump Shot,Missed Shot,169,188,10,3,Danny Green,Shooting Guard,6.6,25,0,0,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
Jump Shot,Made Shot,-228,-17,9,3,Danny Green,Shooting Guard,6.6,22,1,3,3PT Field Goal,Left Corner 3,24+ ft.,Toronto Raptors
Driving Layup Shot,Missed Shot,25,16,6,4,Danny Green,Shooting Guard,6.6,2,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Tip Layup Shot,Missed Shot,0,-6,11,1,Danny Green,Shooting Guard,6.6,0,0,0,2PT Field Goal,Restricted Area,Less Than 8 ft.,Toronto Raptors
Jump Shot,Made Shot,-163,199,10,1,Danny Green,Shooting Guard,6.6,25,1,3,3PT Field Goal,Above the Break 3,24+ ft.,Toronto Raptors
